,unique_id,ds,y
792,sa-bus,1998-03-31,844
793,sa-bus,1998-06-30,749
794,sa-bus,1998-09-30,750
795,sa-bus,1998-12-31,890
796,sa-bus,1999-03-31,666
797,sa-bus,1999-06-30,739
798,sa-bus,1999-09-30,730
799,sa-bus,1999-12-31,507
800,sa-bus,2000-03-31,982
801,sa-bus,2000-06-30,905
802,sa-bus,2000-09-30,971
803,sa-bus,2000-12-31,1201
804,sa-bus,2001-03-31,740
805,sa-bus,2001-06-30,700
806,sa-bus,2001-09-30,808
807,sa-bus,2001-12-31,415
808,sa-bus,2002-03-31,648
809,sa-bus,2002-06-30,758
810,sa-bus,2002-09-30,838
811,sa-bus,2002-12-31,849
812,sa-bus,2003-03-31,865
813,sa-bus,2003-06-30,844
814,sa-bus,2003-09-30,1099
815,sa-bus,2003-12-31,893
816,sa-bus,2004-03-31,850
817,sa-bus,2004-06-30,891
818,sa-bus,2004-09-30,1142
819,sa-bus,2004-12-31,755
820,sa-bus,2005-03-31,606
821,sa-bus,2005-06-30,475
822,sa-bus,2005-09-30,678
823,sa-bus,2005-12-31,688
824,sa-bus,2006-03-31,593
825,sa-bus,2006-06-30,829
826,sa-bus,2006-09-30,665
827,sa-bus,2006-12-31,678
828,wa-bus,1998-03-31,1406
829,wa-bus,1998-06-30,2043
830,wa-bus,1998-09-30,1560
831,wa-bus,1998-12-31,1791
832,wa-bus,1999-03-31,1023
833,wa-bus,1999-06-30,1160
834,wa-bus,1999-09-30,1548
835,wa-bus,1999-12-31,1619
836,wa-bus,2000-03-31,621
837,wa-bus,2000-06-30,1214
838,wa-bus,2000-09-30,1126
839,wa-bus,2000-12-31,1872
840,wa-bus,2001-03-31,947
841,wa-bus,2001-06-30,1362
842,wa-bus,2001-09-30,1444
843,wa-bus,2001-12-31,1391
844,wa-bus,2002-03-31,1678
845,wa-bus,2002-06-30,1411
846,wa-bus,2002-09-30,1599
847,wa-bus,2002-12-31,1511
848,wa-bus,2003-03-31,846
849,wa-bus,2003-06-30,1116
850,wa-bus,2003-09-30,1426
851,wa-bus,2003-12-31,1698
852,wa-bus,2004-03-31,835
853,wa-bus,2004-06-30,1337
854,wa-bus,2004-09-30,1752
855,wa-bus,2004-12-31,2076
856,wa-bus,2005-03-31,918
857,wa-bus,2005-06-30,1499
858,wa-bus,2005-09-30,1379
859,wa-bus,2005-12-31,1654
860,wa-bus,2006-03-31,1204
861,wa-bus,2006-06-30,1708
862,wa-bus,2006-09-30,1429
863,wa-bus,2006-12-31,1477
864,tas-bus,1998-03-31,223
865,tas-bus,1998-06-30,373
866,tas-bus,1998-09-30,303
867,tas-bus,1998-12-31,298
868,tas-bus,1999-03-31,335
869,tas-bus,1999-06-30,292
870,tas-bus,1999-09-30,374
871,tas-bus,1999-12-31,367
872,tas-bus,2000-03-31,257
873,tas-bus,2000-06-30,210
874,tas-bus,2000-09-30,322
875,tas-bus,2000-12-31,289
876,tas-bus,2001-03-31,220
877,tas-bus,2001-06-30,206
878,tas-bus,2001-09-30,299
879,tas-bus,2001-12-31,273
880,tas-bus,2002-03-31,376
881,tas-bus,2002-06-30,264
882,tas-bus,2002-09-30,686
883,tas-bus,2002-12-31,345
884,tas-bus,2003-03-31,386
885,tas-bus,2003-06-30,254
886,tas-bus,2003-09-30,313
887,tas-bus,2003-12-31,255
888,tas-bus,2004-03-31,280
889,tas-bus,2004-06-30,346
890,tas-bus,2004-09-30,353
891,tas-bus,2004-12-31,310
892,tas-bus,2005-03-31,302
893,tas-bus,2005-06-30,291
894,tas-bus,2005-09-30,260
895,tas-bus,2005-12-31,291
896,tas-bus,2006-03-31,274
897,tas-bus,2006-06-30,178
898,tas-bus,2006-09-30,266
899,tas-bus,2006-12-31,281
900,nt-bus,1998-03-31,216
901,nt-bus,1998-06-30,308
902,nt-bus,1998-09-30,1536
903,nt-bus,1998-12-31,403
904,nt-bus,1999-03-31,383
905,nt-bus,1999-06-30,423
906,nt-bus,1999-09-30,416
907,nt-bus,1999-12-31,311
908,nt-bus,2000-03-31,398
909,nt-bus,2000-06-30,576
910,nt-bus,2000-09-30,393
911,nt-bus,2000-12-31,538
912,nt-bus,2001-03-31,362
913,nt-bus,2001-06-30,810
914,nt-bus,2001-09-30,532
915,nt-bus,2001-12-31,553
916,nt-bus,2002-03-31,345
917,nt-bus,2002-06-30,581
918,nt-bus,2002-09-30,500
919,nt-bus,2002-12-31,1014
920,nt-bus,2003-03-31,272
921,nt-bus,2003-06-30,379
922,nt-bus,2003-09-30,273
923,nt-bus,2003-12-31,526
924,nt-bus,2004-03-31,519
925,nt-bus,2004-06-30,319
926,nt-bus,2004-09-30,391
927,nt-bus,2004-12-31,179
928,nt-bus,2005-03-31,248
929,nt-bus,2005-06-30,316
930,nt-bus,2005-09-30,483
931,nt-bus,2005-12-31,276
932,nt-bus,2006-03-31,206
933,nt-bus,2006-06-30,241
934,nt-bus,2006-09-30,345
935,nt-bus,2006-12-31,391
936,nsw-oth,1998-03-31,906
937,nsw-oth,1998-06-30,1238
938,nsw-oth,1998-09-30,1433
939,nsw-oth,1998-12-31,1902
940,nsw-oth,1999-03-31,984
941,nsw-oth,1999-06-30,1374
942,nsw-oth,1999-09-30,1131
943,nsw-oth,1999-12-31,2347
944,nsw-oth,2000-03-31,1441
945,nsw-oth,2000-06-30,1213
946,nsw-oth,2000-09-30,1465
947,nsw-oth,2000-12-31,1722
948,nsw-oth,2001-03-31,1209
949,nsw-oth,2001-06-30,1776
950,nsw-oth,2001-09-30,955
951,nsw-oth,2001-12-31,1578
952,nsw-oth,2002-03-31,1113
953,nsw-oth,2002-06-30,1269
954,nsw-oth,2002-09-30,1617
955,nsw-oth,2002-12-31,1420
956,nsw-oth,2003-03-31,816
957,nsw-oth,2003-06-30,1461
958,nsw-oth,2003-09-30,1304
959,nsw-oth,2003-12-31,1147
960,nsw-oth,2004-03-31,1039
961,nsw-oth,2004-06-30,963
962,nsw-oth,2004-09-30,1179
963,nsw-oth,2004-12-31,2175
964,nsw-oth,2005-03-31,1130
965,nsw-oth,2005-06-30,1388
966,nsw-oth,2005-09-30,1306
967,nsw-oth,2005-12-31,1532
968,nsw-oth,2006-03-31,1559
969,nsw-oth,2006-06-30,1131
970,nsw-oth,2006-09-30,1116
971,nsw-oth,2006-12-31,1014
972,vic-oth,1998-03-31,467
973,vic-oth,1998-06-30,552
974,vic-oth,1998-09-30,446
975,vic-oth,1998-12-31,606
976,vic-oth,1999-03-31,558
977,vic-oth,1999-06-30,723
978,vic-oth,1999-09-30,522
979,vic-oth,1999-12-31,527
980,vic-oth,2000-03-31,951
981,vic-oth,2000-06-30,726
982,vic-oth,2000-09-30,684
983,vic-oth,2000-12-31,748
984,vic-oth,2001-03-31,681
985,vic-oth,2001-06-30,761
986,vic-oth,2001-09-30,879
987,vic-oth,2001-12-31,938
988,vic-oth,2002-03-31,1208
989,vic-oth,2002-06-30,580
990,vic-oth,2002-09-30,907
991,vic-oth,2002-12-31,1328
992,vic-oth,2003-03-31,695
993,vic-oth,2003-06-30,594
994,vic-oth,2003-09-30,696
995,vic-oth,2003-12-31,616
996,vic-oth,2004-03-31,753
997,vic-oth,2004-06-30,787
998,vic-oth,2004-09-30,522
999,vic-oth,2004-12-31,600
1000,vic-oth,2005-03-31,674
1001,vic-oth,2005-06-30,485
1002,vic-oth,2005-09-30,557
1003,vic-oth,2005-12-31,770
1004,vic-oth,2006-03-31,862
1005,vic-oth,2006-06-30,672
1006,vic-oth,2006-09-30,523
1007,vic-oth,2006-12-31,525
1008,qld-oth,1998-03-31,702
1009,qld-oth,1998-06-30,839
1010,qld-oth,1998-09-30,1434
1011,qld-oth,1998-12-31,749
1012,qld-oth,1999-03-31,1015
1013,qld-oth,1999-06-30,919
1014,qld-oth,1999-09-30,2800
1015,qld-oth,1999-12-31,1343
1016,qld-oth,2000-03-31,887
1017,qld-oth,2000-06-30,547
1018,qld-oth,2000-09-30,1701
1019,qld-oth,2000-12-31,1872
1020,qld-oth,2001-03-31,1032
1021,qld-oth,2001-06-30,1148
1022,qld-oth,2001-09-30,1491
1023,qld-oth,2001-12-31,1758
1024,qld-oth,2002-03-31,1123
1025,qld-oth,2002-06-30,731
1026,qld-oth,2002-09-30,1814
1027,qld-oth,2002-12-31,2210
1028,qld-oth,2003-03-31,681
1029,qld-oth,2003-06-30,977
1030,qld-oth,2003-09-30,1514
1031,qld-oth,2003-12-31,1741
1032,qld-oth,2004-03-31,728
1033,qld-oth,2004-06-30,797
1034,qld-oth,2004-09-30,1553
1035,qld-oth,2004-12-31,1543
1036,qld-oth,2005-03-31,1125
1037,qld-oth,2005-06-30,1139
1038,qld-oth,2005-09-30,1536
1039,qld-oth,2005-12-31,1620
1040,qld-oth,2006-03-31,617
1041,qld-oth,2006-06-30,785
1042,qld-oth,2006-09-30,1083
1043,qld-oth,2006-12-31,1267
1044,sa-oth,1998-03-31,317
1045,sa-oth,1998-06-30,363
1046,sa-oth,1998-09-30,712
1047,sa-oth,1998-12-31,454
1048,sa-oth,1999-03-31,180
1049,sa-oth,1999-06-30,471
1050,sa-oth,1999-09-30,246
1051,sa-oth,1999-12-31,651
1052,sa-oth,2000-03-31,429
1053,sa-oth,2000-06-30,432
1054,sa-oth,2000-09-30,328
1055,sa-oth,2000-12-31,362
1056,sa-oth,2001-03-31,281
1057,sa-oth,2001-06-30,466
1058,sa-oth,2001-09-30,479
1059,sa-oth,2001-12-31,592
1060,sa-oth,2002-03-31,387
1061,sa-oth,2002-06-30,490
1062,sa-oth,2002-09-30,483
1063,sa-oth,2002-12-31,428
1064,sa-oth,2003-03-31,397
1065,sa-oth,2003-06-30,456
1066,sa-oth,2003-09-30,493
1067,sa-oth,2003-12-31,405
1068,sa-oth,2004-03-31,368
1069,sa-oth,2004-06-30,354
1070,sa-oth,2004-09-30,399
1071,sa-oth,2004-12-31,705
1072,sa-oth,2005-03-31,397
1073,sa-oth,2005-06-30,324
1074,sa-oth,2005-09-30,451
1075,sa-oth,2005-12-31,615
1076,sa-oth,2006-03-31,352
1077,sa-oth,2006-06-30,434
1078,sa-oth,2006-09-30,325
1079,sa-oth,2006-12-31,332
1080,wa-oth,1998-03-31,205
1081,wa-oth,1998-06-30,269
1082,wa-oth,1998-09-30,1546
1083,wa-oth,1998-12-31,1549
1084,wa-oth,1999-03-31,190
1085,wa-oth,1999-06-30,286
1086,wa-oth,1999-09-30,789
1087,wa-oth,1999-12-31,867
1088,wa-oth,2000-03-31,631
1089,wa-oth,2000-06-30,511
1090,wa-oth,2000-09-30,666
1091,wa-oth,2000-12-31,553
1092,wa-oth,2001-03-31,341
1093,wa-oth,2001-06-30,519
1094,wa-oth,2001-09-30,516
1095,wa-oth,2001-12-31,1803
1096,wa-oth,2002-03-31,474
1097,wa-oth,2002-06-30,380
1098,wa-oth,2002-09-30,797
1099,wa-oth,2002-12-31,1270
1100,wa-oth,2003-03-31,320
1101,wa-oth,2003-06-30,317
1102,wa-oth,2003-09-30,1203
1103,wa-oth,2003-12-31,1018
1104,wa-oth,2004-03-31,543
1105,wa-oth,2004-06-30,552
1106,wa-oth,2004-09-30,918
1107,wa-oth,2004-12-31,1265
1108,wa-oth,2005-03-31,462
1109,wa-oth,2005-06-30,576
1110,wa-oth,2005-09-30,647
1111,wa-oth,2005-12-31,725
1112,wa-oth,2006-03-31,342
1113,wa-oth,2006-06-30,427
1114,wa-oth,2006-09-30,600
1115,wa-oth,2006-12-31,750
1116,tas-oth,1998-03-31,100
1117,tas-oth,1998-06-30,97
1118,tas-oth,1998-09-30,55
1119,tas-oth,1998-12-31,91
1120,tas-oth,1999-03-31,137
1121,tas-oth,1999-06-30,160
1122,tas-oth,1999-09-30,75
1123,tas-oth,1999-12-31,90
1124,tas-oth,2000-03-31,171
1125,tas-oth,2000-06-30,80
1126,tas-oth,2000-09-30,98
1127,tas-oth,2000-12-31,73
1128,tas-oth,2001-03-31,249
1129,tas-oth,2001-06-30,188
1130,tas-oth,2001-09-30,59
1131,tas-oth,2001-12-31,171
1132,tas-oth,2002-03-31,90
1133,tas-oth,2002-06-30,91
1134,tas-oth,2002-09-30,309
1135,tas-oth,2002-12-31,131
1136,tas-oth,2003-03-31,228
1137,tas-oth,2003-06-30,422
1138,tas-oth,2003-09-30,179
1139,tas-oth,2003-12-31,176
1140,tas-oth,2004-03-31,199
1141,tas-oth,2004-06-30,118
1142,tas-oth,2004-09-30,62
1143,tas-oth,2004-12-31,98
1144,tas-oth,2005-03-31,172
1145,tas-oth,2005-06-30,80
1146,tas-oth,2005-09-30,54
1147,tas-oth,2005-12-31,103
1148,tas-oth,2006-03-31,272
1149,tas-oth,2006-06-30,169
1150,tas-oth,2006-09-30,101
1151,tas-oth,2006-12-31,104
1152,nt-oth,1998-03-31,43
1153,nt-oth,1998-06-30,108
1154,nt-oth,1998-09-30,488
1155,nt-oth,1998-12-31,625
1156,nt-oth,1999-03-31,62
1157,nt-oth,1999-06-30,135
1158,nt-oth,1999-09-30,257
1159,nt-oth,1999-12-31,362
1160,nt-oth,2000-03-31,93
1161,nt-oth,2000-06-30,86
1162,nt-oth,2000-09-30,648
1163,nt-oth,2000-12-31,284
1164,nt-oth,2001-03-31,28
1165,nt-oth,2001-06-30,142
1166,nt-oth,2001-09-30,447
1167,nt-oth,2001-12-31,422
1168,nt-oth,2002-03-31,26
1169,nt-oth,2002-06-30,95
1170,nt-oth,2002-09-30,236
1171,nt-oth,2002-12-31,456
1172,nt-oth,2003-03-31,36
1173,nt-oth,2003-06-30,163
1174,nt-oth,2003-09-30,620
1175,nt-oth,2003-12-31,183
1176,nt-oth,2004-03-31,41
1177,nt-oth,2004-06-30,80
1178,nt-oth,2004-09-30,312
1179,nt-oth,2004-12-31,283
1180,nt-oth,2005-03-31,94
1181,nt-oth,2005-06-30,130
1182,nt-oth,2005-09-30,605
1183,nt-oth,2005-12-31,108
1184,nt-oth,2006-03-31,75
1185,nt-oth,2006-06-30,81
1186,nt-oth,2006-09-30,149
1187,nt-oth,2006-12-31,165
1188,nsw-hol-city,1998-03-31,3096
1189,nsw-hol-city,1998-06-30,1479
1190,nsw-hol-city,1998-09-30,1609
1191,nsw-hol-city,1998-12-31,1520
1192,nsw-hol-city,1999-03-31,1958
1193,nsw-hol-city,1999-06-30,1372
1194,nsw-hol-city,1999-09-30,1561
1195,nsw-hol-city,1999-12-31,1687
1196,nsw-hol-city,2000-03-31,2769
1197,nsw-hol-city,2000-06-30,1275
1198,nsw-hol-city,2000-09-30,2459
1199,nsw-hol-city,2000-12-31,2916
1200,nsw-hol-city,2001-03-31,2030
1201,nsw-hol-city,2001-06-30,1763
1202,nsw-hol-city,2001-09-30,1383
1203,nsw-hol-city,2001-12-31,1517
1204,nsw-hol-city,2002-03-31,1715
1205,nsw-hol-city,2002-06-30,1292
1206,nsw-hol-city,2002-09-30,1373
1207,nsw-hol-city,2002-12-31,1613
1208,nsw-hol-city,2003-03-31,1619
1209,nsw-hol-city,2003-06-30,1156
1210,nsw-hol-city,2003-09-30,1051
1211,nsw-hol-city,2003-12-31,1441
1212,nsw-hol-city,2004-03-31,1739
1213,nsw-hol-city,2004-06-30,1336
1214,nsw-hol-city,2004-09-30,1456
1215,nsw-hol-city,2004-12-31,1339
1216,nsw-hol-city,2005-03-31,1930
1217,nsw-hol-city,2005-06-30,1067
1218,nsw-hol-city,2005-09-30,1073
1219,nsw-hol-city,2005-12-31,1190
1220,nsw-hol-city,2006-03-31,2010
1221,nsw-hol-city,2006-06-30,1463
1222,nsw-hol-city,2006-09-30,1264
1223,nsw-hol-city,2006-12-31,1519
1224,nsw-hol-noncity,1998-03-31,14493
1225,nsw-hol-noncity,1998-06-30,9548
1226,nsw-hol-noncity,1998-09-30,7301
1227,nsw-hol-noncity,1998-12-31,9138
1228,nsw-hol-noncity,1999-03-31,14194
1229,nsw-hol-noncity,1999-06-30,8468
1230,nsw-hol-noncity,1999-09-30,7704
1231,nsw-hol-noncity,1999-12-31,8740
1232,nsw-hol-noncity,2000-03-31,13571
1233,nsw-hol-noncity,2000-06-30,8522
1234,nsw-hol-noncity,2000-09-30,7935
1235,nsw-hol-noncity,2000-12-31,8320
1236,nsw-hol-noncity,2001-03-31,12995
1237,nsw-hol-noncity,2001-06-30,8176
1238,nsw-hol-noncity,2001-09-30,7482
1239,nsw-hol-noncity,2001-12-31,8941
1240,nsw-hol-noncity,2002-03-31,13271
1241,nsw-hol-noncity,2002-06-30,8180
1242,nsw-hol-noncity,2002-09-30,7668
1243,nsw-hol-noncity,2002-12-31,8972
1244,nsw-hol-noncity,2003-03-31,12998
1245,nsw-hol-noncity,2003-06-30,7759
1246,nsw-hol-noncity,2003-09-30,7198
1247,nsw-hol-noncity,2003-12-31,7713
1248,nsw-hol-noncity,2004-03-31,11614
1249,nsw-hol-noncity,2004-06-30,7855
1250,nsw-hol-noncity,2004-09-30,7069
1251,nsw-hol-noncity,2004-12-31,7399
1252,nsw-hol-noncity,2005-03-31,13096
1253,nsw-hol-noncity,2005-06-30,6745
1254,nsw-hol-noncity,2005-09-30,7055
1255,nsw-hol-noncity,2005-12-31,6419
1256,nsw-hol-noncity,2006-03-31,12408
1257,nsw-hol-noncity,2006-06-30,8026
1258,nsw-hol-noncity,2006-09-30,7734
1259,nsw-hol-noncity,2006-12-31,7733
1260,vic-hol-city,1998-03-31,2531
1261,vic-hol-city,1998-06-30,1439
1262,vic-hol-city,1998-09-30,1488
1263,vic-hol-city,1998-12-31,1906
1264,vic-hol-city,1999-03-31,2517
1265,vic-hol-city,1999-06-30,1485
1266,vic-hol-city,1999-09-30,1512
1267,vic-hol-city,1999-12-31,1321
1268,vic-hol-city,2000-03-31,2294
1269,vic-hol-city,2000-06-30,1619
1270,vic-hol-city,2000-09-30,1288
1271,vic-hol-city,2000-12-31,1336
1272,vic-hol-city,2001-03-31,2899
1273,vic-hol-city,2001-06-30,1847
1274,vic-hol-city,2001-09-30,1327
1275,vic-hol-city,2001-12-31,1517
1276,vic-hol-city,2002-03-31,2484
1277,vic-hol-city,2002-06-30,1338
1278,vic-hol-city,2002-09-30,1657
1279,vic-hol-city,2002-12-31,1613
1280,vic-hol-city,2003-03-31,2537
1281,vic-hol-city,2003-06-30,1283
1282,vic-hol-city,2003-09-30,1122
1283,vic-hol-city,2003-12-31,1861
1284,vic-hol-city,2004-03-31,1980
1285,vic-hol-city,2004-06-30,1378
1286,vic-hol-city,2004-09-30,1376
1287,vic-hol-city,2004-12-31,1588
1288,vic-hol-city,2005-03-31,2298
1289,vic-hol-city,2005-06-30,1550
1290,vic-hol-city,2005-09-30,1484
1291,vic-hol-city,2005-12-31,1682
1292,vic-hol-city,2006-03-31,3364
1293,vic-hol-city,2006-06-30,1618
1294,vic-hol-city,2006-09-30,1139
1295,vic-hol-city,2006-12-31,1818
1296,vic-hol-noncity,1998-03-31,7881
1297,vic-hol-noncity,1998-06-30,4586
1298,vic-hol-noncity,1998-09-30,3572
1299,vic-hol-noncity,1998-12-31,3575
1300,vic-hol-noncity,1999-03-31,8441
1301,vic-hol-noncity,1999-06-30,4356
1302,vic-hol-noncity,1999-09-30,3592
1303,vic-hol-noncity,1999-12-31,3453
1304,vic-hol-noncity,2000-03-31,7678
1305,vic-hol-noncity,2000-06-30,4139
1306,vic-hol-noncity,2000-09-30,3455
1307,vic-hol-noncity,2000-12-31,4102
1308,vic-hol-noncity,2001-03-31,8288
1309,vic-hol-noncity,2001-06-30,4261
1310,vic-hol-noncity,2001-09-30,3477
1311,vic-hol-noncity,2001-12-31,3638
1312,vic-hol-noncity,2002-03-31,7171
1313,vic-hol-noncity,2002-06-30,4062
1314,vic-hol-noncity,2002-09-30,3008
1315,vic-hol-noncity,2002-12-31,4093
1316,vic-hol-noncity,2003-03-31,6695
1317,vic-hol-noncity,2003-06-30,4332
1318,vic-hol-noncity,2003-09-30,3688
1319,vic-hol-noncity,2003-12-31,3353
1320,vic-hol-noncity,2004-03-31,7621
1321,vic-hol-noncity,2004-06-30,4513
1322,vic-hol-noncity,2004-09-30,3270
1323,vic-hol-noncity,2004-12-31,3557
1324,vic-hol-noncity,2005-03-31,7948
1325,vic-hol-noncity,2005-06-30,3305
1326,vic-hol-noncity,2005-09-30,3100
1327,vic-hol-noncity,2005-12-31,3278
1328,vic-hol-noncity,2006-03-31,7100
1329,vic-hol-noncity,2006-06-30,3871
1330,vic-hol-noncity,2006-09-30,2916
1331,vic-hol-noncity,2006-12-31,3470
1332,qld-hol-city,1998-03-31,4688
1333,qld-hol-city,1998-06-30,2320
1334,qld-hol-city,1998-09-30,4758
1335,qld-hol-city,1998-12-31,3328
1336,qld-hol-city,1999-03-31,4930
1337,qld-hol-city,1999-06-30,3459
1338,qld-hol-city,1999-09-30,3815
1339,qld-hol-city,1999-12-31,3769
1340,qld-hol-city,2000-03-31,4824
1341,qld-hol-city,2000-06-30,3880
1342,qld-hol-city,2000-09-30,4229
1343,qld-hol-city,2000-12-31,3734
1344,qld-hol-city,2001-03-31,4522
1345,qld-hol-city,2001-06-30,3377
1346,qld-hol-city,2001-09-30,4545
1347,qld-hol-city,2001-12-31,4892
1348,qld-hol-city,2002-03-31,5730
1349,qld-hol-city,2002-06-30,3487
1350,qld-hol-city,2002-09-30,4094
1351,qld-hol-city,2002-12-31,4084
1352,qld-hol-city,2003-03-31,5937
1353,qld-hol-city,2003-06-30,2761
1354,qld-hol-city,2003-09-30,4043
1355,qld-hol-city,2003-12-31,4186
1356,qld-hol-city,2004-03-31,4249
1357,qld-hol-city,2004-06-30,3505
1358,qld-hol-city,2004-09-30,5062
1359,qld-hol-city,2004-12-31,4144
1360,qld-hol-city,2005-03-31,4793
1361,qld-hol-city,2005-06-30,3107
1362,qld-hol-city,2005-09-30,3974
1363,qld-hol-city,2005-12-31,3338
1364,qld-hol-city,2006-03-31,5049
1365,qld-hol-city,2006-06-30,3246
1366,qld-hol-city,2006-09-30,3266
1367,qld-hol-city,2006-12-31,4176
1368,qld-hol-noncity,1998-03-31,4390
1369,qld-hol-noncity,1998-06-30,3990
1370,qld-hol-noncity,1998-09-30,6975
1371,qld-hol-noncity,1998-12-31,4781
1372,qld-hol-noncity,1999-03-31,5117
1373,qld-hol-noncity,1999-06-30,4629
1374,qld-hol-noncity,1999-09-30,8738
1375,qld-hol-noncity,1999-12-31,5883
1376,qld-hol-noncity,2000-03-31,5253
1377,qld-hol-noncity,2000-06-30,4684
1378,qld-hol-noncity,2000-09-30,6573
1379,qld-hol-noncity,2000-12-31,4953
1380,qld-hol-noncity,2001-03-31,5037
1381,qld-hol-noncity,2001-06-30,5088
1382,qld-hol-noncity,2001-09-30,6879
1383,qld-hol-noncity,2001-12-31,5505
1384,qld-hol-noncity,2002-03-31,5333
1385,qld-hol-noncity,2002-06-30,3836
1386,qld-hol-noncity,2002-09-30,7459
1387,qld-hol-noncity,2002-12-31,5512
1388,qld-hol-noncity,2003-03-31,4672
1389,qld-hol-noncity,2003-06-30,4631
1390,qld-hol-noncity,2003-09-30,7857
1391,qld-hol-noncity,2003-12-31,5672
1392,qld-hol-noncity,2004-03-31,4741
1393,qld-hol-noncity,2004-06-30,4549
1394,qld-hol-noncity,2004-09-30,7933
1395,qld-hol-noncity,2004-12-31,4929
1396,qld-hol-noncity,2005-03-31,5051
1397,qld-hol-noncity,2005-06-30,4444
1398,qld-hol-noncity,2005-09-30,7288
1399,qld-hol-noncity,2005-12-31,4859
1400,qld-hol-noncity,2006-03-31,4717
1401,qld-hol-noncity,2006-06-30,4707
1402,qld-hol-noncity,2006-09-30,6839
1403,qld-hol-noncity,2006-12-31,5733
1404,sa-hol-city,1998-03-31,888
1405,sa-hol-city,1998-06-30,521
1406,sa-hol-city,1998-09-30,476
1407,sa-hol-city,1998-12-31,571
1408,sa-hol-city,1999-03-31,873
1409,sa-hol-city,1999-06-30,481
1410,sa-hol-city,1999-09-30,477
1411,sa-hol-city,1999-12-31,590
1412,sa-hol-city,2000-03-31,932
1413,sa-hol-city,2000-06-30,427
1414,sa-hol-city,2000-09-30,587
1415,sa-hol-city,2000-12-31,610
1416,sa-hol-city,2001-03-31,790
1417,sa-hol-city,2001-06-30,430
1418,sa-hol-city,2001-09-30,611
1419,sa-hol-city,2001-12-31,643
1420,sa-hol-city,2002-03-31,648
1421,sa-hol-city,2002-06-30,492
1422,sa-hol-city,2002-09-30,607
1423,sa-hol-city,2002-12-31,533
1424,sa-hol-city,2003-03-31,574
1425,sa-hol-city,2003-06-30,493
1426,sa-hol-city,2003-09-30,533
1427,sa-hol-city,2003-12-31,352
1428,sa-hol-city,2004-03-31,673
1429,sa-hol-city,2004-06-30,394
1430,sa-hol-city,2004-09-30,406
1431,sa-hol-city,2004-12-31,614
1432,sa-hol-city,2005-03-31,698
1433,sa-hol-city,2005-06-30,502
1434,sa-hol-city,2005-09-30,546
1435,sa-hol-city,2005-12-31,603
1436,sa-hol-city,2006-03-31,733
1437,sa-hol-city,2006-06-30,622
1438,sa-hol-city,2006-09-30,390
1439,sa-hol-city,2006-12-31,551
1440,sa-hol-noncity,1998-03-31,2201
1441,sa-hol-noncity,1998-06-30,1414
1442,sa-hol-noncity,1998-09-30,1093
1443,sa-hol-noncity,1998-12-31,1699
1444,sa-hol-noncity,1999-03-31,2150
1445,sa-hol-noncity,1999-06-30,1738
1446,sa-hol-noncity,1999-09-30,1235
1447,sa-hol-noncity,1999-12-31,1350
1448,sa-hol-noncity,2000-03-31,2350
1449,sa-hol-noncity,2000-06-30,1418
1450,sa-hol-noncity,2000-09-30,2012
1451,sa-hol-noncity,2000-12-31,1363
1452,sa-hol-noncity,2001-03-31,2248
1453,sa-hol-noncity,2001-06-30,1608
1454,sa-hol-noncity,2001-09-30,1104
1455,sa-hol-noncity,2001-12-31,1529
1456,sa-hol-noncity,2002-03-31,2023
1457,sa-hol-noncity,2002-06-30,1617
1458,sa-hol-noncity,2002-09-30,1203
1459,sa-hol-noncity,2002-12-31,1645
1460,sa-hol-noncity,2003-03-31,2177
1461,sa-hol-noncity,2003-06-30,1694
1462,sa-hol-noncity,2003-09-30,1229
1463,sa-hol-noncity,2003-12-31,1588
1464,sa-hol-noncity,2004-03-31,2537
1465,sa-hol-noncity,2004-06-30,1724
1466,sa-hol-noncity,2004-09-30,1275
1467,sa-hol-noncity,2004-12-31,1261
1468,sa-hol-noncity,2005-03-31,2175
1469,sa-hol-noncity,2005-06-30,1545
1470,sa-hol-noncity,2005-09-30,1223
1471,sa-hol-noncity,2005-12-31,1336
1472,sa-hol-noncity,2006-03-31,2249
1473,sa-hol-noncity,2006-06-30,1751
1474,sa-hol-noncity,2006-09-30,1053
1475,sa-hol-noncity,2006-12-31,1611
1476,wa-hol-city,1998-03-31,1383
1477,wa-hol-city,1998-06-30,1059
1478,wa-hol-city,1998-09-30,1101
1479,wa-hol-city,1998-12-31,1128
1480,wa-hol-city,1999-03-31,1560
1481,wa-hol-city,1999-06-30,1909
1482,wa-hol-city,1999-09-30,995
1483,wa-hol-city,1999-12-31,778
1484,wa-hol-city,2000-03-31,2412
1485,wa-hol-city,2000-06-30,1158
1486,wa-hol-city,2000-09-30,610
1487,wa-hol-city,2000-12-31,1455
1488,wa-hol-city,2001-03-31,1159
1489,wa-hol-city,2001-06-30,937
1490,wa-hol-city,2001-09-30,999
1491,wa-hol-city,2001-12-31,830
1492,wa-hol-city,2002-03-31,1747
1493,wa-hol-city,2002-06-30,845
1494,wa-hol-city,2002-09-30,758
1495,wa-hol-city,2002-12-31,818
1496,wa-hol-city,2003-03-31,1315
1497,wa-hol-city,2003-06-30,990
1498,wa-hol-city,2003-09-30,878
1499,wa-hol-city,2003-12-31,881
1500,wa-hol-city,2004-03-31,1361
1501,wa-hol-city,2004-06-30,802
1502,wa-hol-city,2004-09-30,823
